login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,repo_count,label
zhangxue,https://api.github.com/users/zhangxue,https://github.com/zhangxue,https://api.github.com/users/zhangxue/repos,7,44,7,44,"{'Java', 'Ruby', 'JavaScript'}",30,0
thaedal,https://api.github.com/users/thaedal,https://github.com/thaedal,https://api.github.com/users/thaedal/repos,3,1,0,1,"{'Java', 'Perl', 'Dockerfile', 'Python'}",8,1
tobiashm,https://api.github.com/users/tobiashm,https://github.com/tobiashm,https://api.github.com/users/tobiashm/repos,18,28,4,28,"{'HTML', 'Ruby', 'Shell', 'Dockerfile', 'JavaScript'}",30,1
sgt,https://api.github.com/users/sgt,https://github.com/sgt,https://api.github.com/users/sgt/repos,12,4,2,4,"{'Java', 'F#', 'Jupyter Notebook', 'C', 'Python', 'Haskell', 'Emacs Lisp', 'CoffeeScript', 'Vim script', 'Scala', 'C++', 'Ruby', 'GDScript', 'Clojure', 'Erlang', 'Kotlin', 'Rust', 'Go'}",30,1
zer0flag,https://api.github.com/users/zer0flag,https://github.com/zer0flag,https://api.github.com/users/zer0flag/repos,8,0,0,0,"{'Ruby', 'Lua', 'JavaScript'}",5,1
SirRippovMaple,https://api.github.com/users/SirRippovMaple,https://github.com/SirRippovMaple,https://api.github.com/users/SirRippovMaple/repos,15,0,0,0,"{'C#', 'CSS', 'TypeScript', 'Vim Snippet', 'Shell', 'JavaScript', 'Go'}",16,1
bsstokes,https://api.github.com/users/bsstokes,https://github.com/bsstokes,https://api.github.com/users/bsstokes/repos,6,0,0,0,"{'Java', 'CSS', 'Vim script', 'VimL', 'Ruby', 'Shell', 'Kotlin'}",10,1
membogg,https://api.github.com/users/membogg,https://github.com/membogg,https://api.github.com/users/membogg/repos,24,7,0,7,{'JavaScript'},4,1
bastilian,https://api.github.com/users/bastilian,https://github.com/bastilian,https://api.github.com/users/bastilian/repos,98,44,10,44,"{'CSS', 'TypeScript', 'PHP', 'Ruby', 'JavaScript'}",30,0
jsnyder,https://api.github.com/users/jsnyder,https://github.com/jsnyder,https://api.github.com/users/jsnyder/repos,73,865,425,865,"{'C', 'Makefile', 'Lua', 'C++', 'Ruby', 'Python'}",28,0
Jose-xx,https://api.github.com/users/Jose-xx,https://github.com/Jose-xx,https://api.github.com/users/Jose-xx/repos,3,3,1,3,set(),1,1
CodeMonkeySteve,https://api.github.com/users/CodeMonkeySteve,https://github.com/CodeMonkeySteve,https://api.github.com/users/CodeMonkeySteve/repos,21,86,24,86,"{'SCSS', 'C', 'CSS', 'C++', 'Ruby', 'Shell', 'JavaScript'}",30,0
fr3nch13,https://api.github.com/users/fr3nch13,https://github.com/fr3nch13,https://api.github.com/users/fr3nch13/repos,5,6,0,6,"{'HTML', 'CSS', 'TypeScript', 'PHP', 'Ruby', 'Roff', 'JavaScript'}",30,1
beyondthepath,https://api.github.com/users/beyondthepath,https://github.com/beyondthepath,https://api.github.com/users/beyondthepath/repos,3,9,6,9,{'Ruby'},4,1
jone,https://api.github.com/users/jone,https://github.com/jone,https://api.github.com/users/jone/repos,56,80,19,80,"{'HTML', 'Python', 'Emacs Lisp', 'Ruby', 'CoffeeScript', 'JavaScript'}",30,0
majesticuser,https://api.github.com/users/majesticuser,https://github.com/majesticuser,https://api.github.com/users/majesticuser/repos,15,8,0,8,"{'Java', 'CSS', 'TypeScript', 'Ruby', 'Shell', 'Dockerfile', 'JavaScript'}",22,1
ssoroka,https://api.github.com/users/ssoroka,https://github.com/ssoroka,https://api.github.com/users/ssoroka/repos,99,55,13,55,"{'Go', 'Ruby', 'JavaScript'}",30,0
jjune,https://api.github.com/users/jjune,https://github.com/jjune,https://api.github.com/users/jjune/repos,6,3,1,3,"{'Swift', 'Ruby', 'CSS', 'JavaScript'}",5,1
unpush,https://api.github.com/users/unpush,https://github.com/unpush,https://api.github.com/users/unpush/repos,14,53,48,53,"{'Java', 'C', 'VimL', 'PHP', 'JavaScript'}",17,0
weppos,https://api.github.com/users/weppos,https://github.com/weppos,https://api.github.com/users/weppos/repos,582,1166,228,1166,"{'Java', 'C#', 'HTML', 'CSS', 'Python', 'ASP', 'PHP', 'Ruby', 'Shell', 'Go'}",30,0
bhilton,https://api.github.com/users/bhilton,https://github.com/bhilton,https://api.github.com/users/bhilton/repos,15,0,0,0,{'OCaml'},3,1
peteroome,https://api.github.com/users/peteroome,https://github.com/peteroome,https://api.github.com/users/peteroome/repos,21,25,5,25,"{'Swift', 'HTML', 'CSS', 'Ruby', 'CoffeeScript', 'JavaScript'}",30,1
mirek,https://api.github.com/users/mirek,https://github.com/mirek,https://api.github.com/users/mirek/repos,103,281,64,281,"{'Julia', 'C', 'Jupyter Notebook', 'Objective-C', 'Crystal', 'OCaml', 'C++', 'Ruby', 'CoffeeScript', 'JavaScript'}",30,0
mernen,https://api.github.com/users/mernen,https://github.com/mernen,https://api.github.com/users/mernen/repos,38,187,26,187,"{'TypeScript', 'PHP', 'Ruby', 'Shell', 'Rust', 'JavaScript'}",30,0
jbf,https://api.github.com/users/jbf,https://github.com/jbf,https://api.github.com/users/jbf/repos,33,6,0,6,"{'Java', 'C', 'Erlang'}",5,1
oguma,https://api.github.com/users/oguma,https://github.com/oguma,https://api.github.com/users/oguma/repos,3,4,2,4,"{'XSLT', 'Tcl', 'HTML', 'CSS', 'C', 'PHP', 'Shell', 'JavaScript', 'Perl', 'Python'}",27,1
chrisguidry,https://api.github.com/users/chrisguidry,https://github.com/chrisguidry,https://api.github.com/users/chrisguidry/repos,38,13,4,13,"{'HTML', 'C', 'Python', 'Lua', 'C++', 'JavaScript'}",30,1
ptb,https://api.github.com/users/ptb,https://github.com/ptb,https://api.github.com/users/ptb/repos,54,9,0,9,"{'Ruby', 'HTML', 'Shell', 'JavaScript'}",30,0
arjun,https://api.github.com/users/arjun,https://github.com/arjun,https://api.github.com/users/arjun/repos,9,4,2,4,{'Ruby'},1,1
yuxhuang,https://api.github.com/users/yuxhuang,https://github.com/yuxhuang,https://api.github.com/users/yuxhuang/repos,11,7,2,7,"{'C#', 'PowerShell', 'Smarty', 'C', 'TypeScript', 'Lua', 'C++', 'Arduino', 'Go', 'R', 'JavaScript'}",30,1
egoens,https://api.github.com/users/egoens,https://github.com/egoens,https://api.github.com/users/egoens/repos,26,70,17,70,"{'HTML', 'CSS', 'Python', 'Ruby', 'CoffeeScript', 'JavaScript'}",22,0
mapanett,https://api.github.com/users/mapanett,https://github.com/mapanett,https://api.github.com/users/mapanett/repos,4,5,2,5,"{'Java', 'Haskell', 'VimL', 'Self', 'Ruby', 'Rust', 'JavaScript'}",22,1
jede,https://api.github.com/users/jede,https://github.com/jede,https://api.github.com/users/jede/repos,39,35,4,35,"{'C#', 'CSS', 'Vim script', 'Ruby', 'Shell', 'Clojure', 'CoffeeScript', 'JavaScript'}",30,1
kodologist,https://api.github.com/users/kodologist,https://github.com/kodologist,https://api.github.com/users/kodologist/repos,6,5,3,5,"{'Java', 'HTML'}",11,1
tkmr,https://api.github.com/users/tkmr,https://github.com/tkmr,https://api.github.com/users/tkmr/repos,9,37,3,37,"{'C', 'ActionScript', 'Haskell', 'Ruby', 'JavaScript'}",12,1
steder,https://api.github.com/users/steder,https://github.com/steder,https://api.github.com/users/steder/repos,64,33,9,33,"{'HTML', 'CSS', 'Python', 'Makefile', 'TypeScript', 'Haskell', 'C++', 'JavaScript', 'Go'}",30,0
rtyer,https://api.github.com/users/rtyer,https://github.com/rtyer,https://api.github.com/users/rtyer/repos,15,12,0,12,"{'Java', 'CSS', 'Ruby', 'Shell', 'Clojure', 'Go', 'Rust', 'JavaScript'}",30,1
semblance,https://api.github.com/users/semblance,https://github.com/semblance,https://api.github.com/users/semblance/repos,4,3,0,3,"{'Ruby', 'JavaScript'}",2,1
hugs,https://api.github.com/users/hugs,https://github.com/hugs,https://api.github.com/users/hugs/repos,322,295,82,295,"{'C#', 'HTML', 'C', 'OpenSCAD', 'C++', 'Ruby', 'JavaScript', 'CoffeeScript', 'Python'}",30,0
dam5s,https://api.github.com/users/dam5s,https://github.com/dam5s,https://api.github.com/users/dam5s/repos,86,128,16,128,"{'Java', 'Swift', 'F#', 'HTML', 'CSS', 'Haxe', 'VimL', 'Elm', 'Ruby', 'Kotlin', 'Dart', 'JavaScript', 'Go'}",30,0
barkerja,https://api.github.com/users/barkerja,https://github.com/barkerja,https://api.github.com/users/barkerja/repos,0,38,0,38,"{'HTML', 'CSS', 'Elixir', 'PHP', 'Ruby', 'Shell', 'CoffeeScript', 'JavaScript'}",30,1
bryndivey,https://api.github.com/users/bryndivey,https://github.com/bryndivey,https://api.github.com/users/bryndivey/repos,6,6,0,6,"{'Java', 'HTML', 'CSS', 'Python', 'C++', 'Astro', 'Clojure', 'Arduino', 'JavaScript'}",17,1
chrisabruce,https://api.github.com/users/chrisabruce,https://github.com/chrisabruce,https://api.github.com/users/chrisabruce/repos,41,35,3,35,"{'Java', 'Python', 'Lua', 'C++', 'Ruby', 'Arduino', 'Go', 'Rust', 'Objective-C'}",30,0
gtolle,https://api.github.com/users/gtolle,https://github.com/gtolle,https://api.github.com/users/gtolle/repos,12,111,22,111,"{'Swift', 'HTML', 'Ruby', 'Shell', 'JavaScript', 'Rust', 'Go'}",14,0
ratmice,https://api.github.com/users/ratmice,https://github.com/ratmice,https://api.github.com/users/ratmice/repos,13,2,0,2,"{'C', 'Standard ML', 'Yacc', 'Lua', 'CMake', 'Rust'}",30,1
nanek,https://api.github.com/users/nanek,https://github.com/nanek,https://api.github.com/users/nanek/repos,57,194,69,194,"{'HTML', 'CoffeeScript', 'TypeScript', 'Ruby', 'Shell', 'JavaScript', 'Dockerfile', 'Python'}",30,0
danielqo-zz,https://api.github.com/users/danielqo-zz,https://github.com/danielqo-zz,https://api.github.com/users/danielqo-zz/repos,58,0,0,0,{'Swift'},1,0
beanie,https://api.github.com/users/beanie,https://github.com/beanie,https://api.github.com/users/beanie/repos,5,2,0,2,{'Groovy'},2,1
jklina,https://api.github.com/users/jklina,https://github.com/jklina,https://api.github.com/users/jklina/repos,12,17,1,17,"{'HTML', 'CSS', 'Vim script', 'PHP', 'Ruby', 'Perl', 'Rust', 'JavaScript'}",30,1
grimborg,https://api.github.com/users/grimborg,https://github.com/grimborg,https://api.github.com/users/grimborg/repos,29,59,7,59,"{'HTML', 'C', 'JavaScript', 'Go', 'CoffeeScript', 'Python'}",30,0
AllanCochrane,https://api.github.com/users/AllanCochrane,https://github.com/AllanCochrane,https://api.github.com/users/AllanCochrane/repos,3,0,1,0,"{'C#', 'PHP', 'Shell', 'Go', 'JavaScript'}",12,1
verlinden,https://api.github.com/users/verlinden,https://github.com/verlinden,https://api.github.com/users/verlinden/repos,9,6,1,6,"{'Ruby', 'JavaScript', 'Python'}",17,1
soemirno,https://api.github.com/users/soemirno,https://github.com/soemirno,https://api.github.com/users/soemirno/repos,5,27,4,27,"{'Java', 'Smalltalk', 'CSS', 'Scala', 'Ruby', 'Objective-C'}",20,1
sfelde,https://api.github.com/users/sfelde,https://github.com/sfelde,https://api.github.com/users/sfelde/repos,55,1,10,1,"{'HTML', 'CSS', 'Python', 'TypeScript', 'PHP', 'Ruby', 'Go', 'JavaScript'}",22,0
xlymian,https://api.github.com/users/xlymian,https://github.com/xlymian,https://api.github.com/users/xlymian/repos,16,29,17,29,"{'C', 'CSS', 'Emacs Lisp', 'Ruby', 'Shell', 'Go'}",30,1
carlsi,https://api.github.com/users/carlsi,https://github.com/carlsi,https://api.github.com/users/carlsi/repos,3,0,0,0,{'Python'},1,1
pbacgrad,https://api.github.com/users/pbacgrad,https://github.com/pbacgrad,https://api.github.com/users/pbacgrad/repos,3,2,0,2,set(),2,1
benbloch,https://api.github.com/users/benbloch,https://github.com/benbloch,https://api.github.com/users/benbloch/repos,25,4,1,4,{'Swift'},1,1
piotao,https://api.github.com/users/piotao,https://github.com/piotao,https://api.github.com/users/piotao/repos,11,4,0,4,"{'Perl', 'Shell', 'C'}",5,1
bebanjo,https://api.github.com/users/bebanjo,https://github.com/bebanjo,https://api.github.com/users/bebanjo/repos,8,545,53,545,"{'Go', 'Ruby', 'JavaScript'}",30,0
mwalker,https://api.github.com/users/mwalker,https://github.com/mwalker,https://api.github.com/users/mwalker/repos,7,13,3,13,"{'Ruby', 'JavaScript', 'Python'}",9,1
DeCentN2Madness,https://api.github.com/users/DeCentN2Madness,https://github.com/DeCentN2Madness,https://api.github.com/users/DeCentN2Madness/repos,12,1,0,1,"{'Python', 'Haskell', 'HTML', 'JavaScript'}",30,1
ngpestelos,https://api.github.com/users/ngpestelos,https://github.com/ngpestelos,https://api.github.com/users/ngpestelos/repos,0,2,0,2,"{'Python', 'Ruby', 'JavaScript'}",30,1
triplef,https://api.github.com/users/triplef,https://github.com/triplef,https://api.github.com/users/triplef/repos,35,113,6,113,"{'C', 'Objective-C', 'Ruby', 'Perl', 'JavaScript'}",30,0
devpuppy,https://api.github.com/users/devpuppy,https://github.com/devpuppy,https://api.github.com/users/devpuppy/repos,63,35,8,35,"{'Ruby', 'HTML', 'Shell', 'JavaScript'}",20,0
yanjost,https://api.github.com/users/yanjost,https://github.com/yanjost,https://api.github.com/users/yanjost/repos,28,4,3,4,"{'CSS', 'C', 'Python', 'Ruby', 'Shell', 'Dockerfile', 'JavaScript'}",30,1
edan,https://api.github.com/users/edan,https://github.com/edan,https://api.github.com/users/edan/repos,23,12,3,12,"{'HTML', 'C', 'MoonScript', 'Lua', 'Ruby', 'Shell', 'JavaScript', 'Python'}",19,1
tadman,https://api.github.com/users/tadman,https://github.com/tadman,https://api.github.com/users/tadman/repos,78,20,2,20,"{'Jupyter Notebook', 'C', 'Ruby', 'Shell', 'JavaScript'}",30,0
juno,https://api.github.com/users/juno,https://github.com/juno,https://api.github.com/users/juno/repos,179,329,90,329,"{'HTML', 'C', 'PHP', 'Ruby', 'Clojure', 'JavaScript'}",30,0
unlobito,https://api.github.com/users/unlobito,https://github.com/unlobito,https://api.github.com/users/unlobito/repos,97,113,55,113,"{'Swift', 'HTML', 'PowerShell', 'C', 'Python', 'Makefile', 'PHP', 'Ruby', 'Shell', 'Perl', 'JavaScript'}",28,0
liuming,https://api.github.com/users/liuming,https://github.com/liuming,https://api.github.com/users/liuming/repos,28,18,13,18,"{'Elixir', 'Ruby', 'HTML', 'JavaScript'}",21,1
subbarao,https://api.github.com/users/subbarao,https://github.com/subbarao,https://api.github.com/users/subbarao/repos,14,8,3,8,"{'Swift', 'HTML', 'C', 'Python', 'Vim script', 'Scala', 'VimL', 'Ruby', 'Kotlin', 'JavaScript'}",30,1
n3bulous,https://api.github.com/users/n3bulous,https://github.com/n3bulous,https://api.github.com/users/n3bulous/repos,35,16,2,16,"{'CSS', 'VimL', 'Ruby', 'Shell', 'Go', 'JavaScript'}",30,1
davea,https://api.github.com/users/davea,https://github.com/davea,https://api.github.com/users/davea/repos,50,38,10,38,"{'HTML', 'C', 'Python', 'Objective-C', 'Ruby', 'Shell', 'JavaScript', 'Perl', 'Go'}",30,0
tim-bennett83,https://api.github.com/users/tim-bennett83,https://github.com/tim-bennett83,https://api.github.com/users/tim-bennett83/repos,7,0,0,0,"{'C', 'Go'}",2,1
sho,https://api.github.com/users/sho,https://github.com/sho,https://api.github.com/users/sho/repos,3,5,5,5,"{'Ruby', 'C'}",6,1
djw,https://api.github.com/users/djw,https://github.com/djw,https://api.github.com/users/djw/repos,65,333,111,333,"{'Java', 'HTML', 'ActionScript', 'Python', 'Objective-C', 'PHP', 'JavaScript', 'Go'}",16,0
shellac,https://api.github.com/users/shellac,https://github.com/shellac,https://api.github.com/users/shellac/repos,19,60,33,60,"{'Java', 'HTML', 'Jupyter Notebook', 'Ruby', 'Rust', 'Puppet', 'JavaScript'}",22,0
eugeniomiro,https://api.github.com/users/eugeniomiro,https://github.com/eugeniomiro,https://api.github.com/users/eugeniomiro/repos,57,5,2,5,"{'C#', 'PowerShell', 'TypeScript', 'Scala', 'C++', 'Ruby', 'Dockerfile', 'OpenSCAD', 'JavaScript'}",30,0
the-giu,https://api.github.com/users/the-giu,https://github.com/the-giu,https://api.github.com/users/the-giu/repos,3,8,0,8,"{'PHP', 'Python'}",3,1
jdoss,https://api.github.com/users/jdoss,https://github.com/jdoss,https://api.github.com/users/jdoss/repos,104,76,31,76,"{'Go', 'HTML', 'Shell', 'Python'}",30,0
fjfish,https://api.github.com/users/fjfish,https://github.com/fjfish,https://api.github.com/users/fjfish/repos,21,9,2,9,{'Ruby'},7,1
atkinson,https://api.github.com/users/atkinson,https://github.com/atkinson,https://api.github.com/users/atkinson/repos,30,34,6,34,"{'JavaScript', 'Python'}",30,1
ShaneIsley,https://api.github.com/users/ShaneIsley,https://github.com/ShaneIsley,https://api.github.com/users/ShaneIsley/repos,10,4,1,4,"{'Python', 'Shell', 'JavaScript', 'Dockerfile', 'Go'}",30,1
markchadwick,https://api.github.com/users/markchadwick,https://github.com/markchadwick,https://api.github.com/users/markchadwick/repos,60,133,31,133,"{'Java', 'C', 'Vim script', 'Scala', 'Ruby', 'Shell', 'Go', 'CoffeeScript', 'Python'}",30,0
alexs,https://api.github.com/users/alexs,https://github.com/alexs,https://api.github.com/users/alexs/repos,16,2,4,2,"{'Java', 'Swift', 'CSS', 'Makefile', 'Elixir', 'C++', 'Ruby', 'Dart', 'JavaScript'}",30,1
kumo,https://api.github.com/users/kumo,https://github.com/kumo,https://api.github.com/users/kumo/repos,11,24,9,24,"{'Swift', 'HTML', 'C', 'CSS', 'Emacs Lisp', 'TypeScript', 'Elixir', 'Objective-C', 'PHP', 'Ruby', 'C++', 'Inform 7', 'JavaScript', 'Go', 'CoffeeScript', 'Rust', 'Python'}",30,1
karmi,https://api.github.com/users/karmi,https://github.com/karmi,https://api.github.com/users/karmi/repos,706,842,109,842,"{'Java', 'ActionScript', 'Python', 'VimL', 'Ruby', 'Shell', 'Go', 'JavaScript'}",30,0
railsfactory,https://api.github.com/users/railsfactory,https://github.com/railsfactory,https://api.github.com/users/railsfactory/repos,78,57,35,57,"{'Ruby', 'JavaScript'}",20,0
mikedamage,https://api.github.com/users/mikedamage,https://github.com/mikedamage,https://api.github.com/users/mikedamage/repos,42,49,7,49,"{'Java', 'HTML', 'CSS', 'C', 'Python', 'Lua', 'C++', 'Ruby', 'PHP', 'Shell', 'JavaScript'}",30,0
dalbert,https://api.github.com/users/dalbert,https://github.com/dalbert,https://api.github.com/users/dalbert/repos,13,0,0,0,"{'C', 'Python', 'Vim script', 'Scala', 'Clojure', 'JavaScript', 'Dart', 'Go'}",17,1
darrenboyd,https://api.github.com/users/darrenboyd,https://github.com/darrenboyd,https://api.github.com/users/darrenboyd/repos,31,20,5,20,"{'Ruby', 'HTML', 'Shell', 'JavaScript'}",30,1
concept47,https://api.github.com/users/concept47,https://github.com/concept47,https://api.github.com/users/concept47/repos,28,22,2,22,"{'Ruby', 'JavaScript'}",19,1
sjs,https://api.github.com/users/sjs,https://github.com/sjs,https://api.github.com/users/sjs/repos,5,1,0,1,"{'Java', 'CSS', 'Python', 'PHP', 'Ruby', 'Shell', 'JavaScript'}",30,1
bigblue,https://api.github.com/users/bigblue,https://github.com/bigblue,https://api.github.com/users/bigblue/repos,4,3,5,3,"{'HTML', 'CSS', 'Elixir', 'Ruby', 'Shell', 'JavaScript', 'Elm', 'Go'}",30,1
cmaujean,https://api.github.com/users/cmaujean,https://github.com/cmaujean,https://api.github.com/users/cmaujean/repos,22,19,7,19,"{'Ruby', 'HTML', 'JavaScript', 'Go'}",30,1
desaperados,https://api.github.com/users/desaperados,https://github.com/desaperados,https://api.github.com/users/desaperados/repos,59,2,6,2,"{'Java', 'HTML', 'Python', 'Haskell', 'Makefile', 'VimL', 'Ruby', 'Shell', 'Nix', 'JavaScript'}",30,0
quest,https://api.github.com/users/quest,https://github.com/quest,https://api.github.com/users/quest/repos,30,6,9,6,"{'HTML', 'CSS', 'TypeScript', 'PHP', 'CoffeeScript', 'JavaScript'}",30,1
vihangd,https://api.github.com/users/vihangd,https://github.com/vihangd,https://api.github.com/users/vihangd/repos,17,86,13,86,"{'Java', 'Jupyter Notebook', 'Emacs Lisp', 'Shell', 'Clojure', 'JavaScript', 'Perl', 'Python'}",29,0
tpiekos,https://api.github.com/users/tpiekos,https://github.com/tpiekos,https://api.github.com/users/tpiekos/repos,11,1,0,1,"{'CoffeeScript', 'Ruby', 'Shell'}",9,1
cbeck,https://api.github.com/users/cbeck,https://github.com/cbeck,https://api.github.com/users/cbeck/repos,35,8,4,8,"{'HTML', 'CSS', 'PHP', 'Ruby', 'JavaScript', 'Objective-C'}",30,1
russinholi,https://api.github.com/users/russinholi,https://github.com/russinholi,https://api.github.com/users/russinholi/repos,11,0,1,0,"{'Java', 'Python', 'Go', 'JavaScript'}",11,1
xccx,https://api.github.com/users/xccx,https://github.com/xccx,https://api.github.com/users/xccx/repos,3,0,0,0,set(),3,1
jonegil,https://api.github.com/users/jonegil,https://github.com/jonegil,https://api.github.com/users/jonegil/repos,17,186,41,186,{'Go'},1,0
jcoffin,https://api.github.com/users/jcoffin,https://github.com/jcoffin,https://api.github.com/users/jcoffin/repos,7,8,1,8,"{'CSS', 'VimL', 'Ruby', 'Clojure', 'JavaScript'}",19,1
cedric,https://api.github.com/users/cedric,https://github.com/cedric,https://api.github.com/users/cedric/repos,42,88,30,88,"{'Ruby', 'C'}",13,0
rbroen,https://api.github.com/users/rbroen,https://github.com/rbroen,https://api.github.com/users/rbroen/repos,5,0,0,0,"{'TypeScript', 'PHP'}",4,1
crzwdjk,https://api.github.com/users/crzwdjk,https://github.com/crzwdjk,https://api.github.com/users/crzwdjk/repos,8,25,2,25,"{'C++', 'Rust', 'C', 'Python'}",16,1
mrschyte,https://api.github.com/users/mrschyte,https://github.com/mrschyte,https://api.github.com/users/mrschyte/repos,52,610,132,610,"{'Java', 'CSS', 'C', 'Lua', 'C++', 'PHP', 'Go', 'Shell', 'Perl', 'Rust', 'Python'}",30,0
futuremint,https://api.github.com/users/futuremint,https://github.com/futuremint,https://api.github.com/users/futuremint/repos,101,14,2,14,"{'Java', 'Emacs Lisp', 'TypeScript', 'VimL', 'Ruby', 'Shell', 'JavaScript'}",11,0
torarnv,https://api.github.com/users/torarnv,https://github.com/torarnv,https://api.github.com/users/torarnv/repos,139,3,5,3,"{'Java', 'Swift', 'C#', 'HTML', 'C', 'Python', 'Makefile', 'TypeScript', 'C++', 'Ruby', 'Shell', 'JavaScript', 'Rust', 'Go'}",30,0
mc,https://api.github.com/users/mc,https://github.com/mc,https://api.github.com/users/mc/repos,0,10,5,10,"{'Swift', 'HTML', 'Python', 'PHP', 'Ruby', 'JavaScript'}",20,1
ja30278,https://api.github.com/users/ja30278,https://github.com/ja30278,https://api.github.com/users/ja30278/repos,9,7,2,7,"{'Python', 'C++', 'JavaScript', 'Rust', 'Go'}",18,1
mmm,https://api.github.com/users/mmm,https://github.com/mmm,https://api.github.com/users/mmm/repos,70,22,5,22,"{'Java', 'HTML', 'C', 'Makefile', 'C++', 'Ruby', 'Shell', 'HCL', 'JavaScript', 'Dockerfile', 'Nix', 'Go'}",30,0
nogeek,https://api.github.com/users/nogeek,https://github.com/nogeek,https://api.github.com/users/nogeek/repos,58,15,1,15,"{'Ruby', 'HTML', 'Shell', 'JavaScript'}",14,0
cmu,https://api.github.com/users/cmu,https://github.com/cmu,https://api.github.com/users/cmu/repos,7,5,0,5,"{'Ruby', 'CSS', 'JavaScript'}",6,1
ejunker,https://api.github.com/users/ejunker,https://github.com/ejunker,https://api.github.com/users/ejunker/repos,10,4,3,4,"{'HTML', 'CSS', 'PHP', 'API Blueprint', 'EJS', 'Shell', 'JavaScript'}",30,1
nielsjansendk,https://api.github.com/users/nielsjansendk,https://github.com/nielsjansendk,https://api.github.com/users/nielsjansendk/repos,40,86,19,86,{'Ruby'},15,0
cultofmetatron,https://api.github.com/users/cultofmetatron,https://github.com/cultofmetatron,https://api.github.com/users/cultofmetatron/repos,178,42,14,42,"{'Jupyter Notebook', 'Python', 'Makefile', 'Elixir', 'TypeScript', 'Ruby', 'Clojure', 'CoffeeScript', 'Rust', 'JavaScript'}",30,0
dieguitofernandez,https://api.github.com/users/dieguitofernandez,https://github.com/dieguitofernandez,https://api.github.com/users/dieguitofernandez/repos,4,0,0,0,"{'C#', 'HTML', 'CSS', 'Arduino', 'JavaScript'}",12,1
uxder,https://api.github.com/users/uxder,https://github.com/uxder,https://api.github.com/users/uxder/repos,48,12,4,12,"{'Java', 'PHP', 'JavaScript', 'Vim script'}",30,0
lebigot,https://api.github.com/users/lebigot,https://github.com/lebigot,https://api.github.com/users/lebigot/repos,88,19,7,19,"{'Java', 'HTML', 'Jupyter Notebook', 'C', 'Scala', 'C++', 'Python'}",30,0
edelbalso,https://api.github.com/users/edelbalso,https://github.com/edelbalso,https://api.github.com/users/edelbalso/repos,19,13,3,13,"{'HTML', 'VimL', 'MDX', 'PHP', 'Ruby', 'Shell', 'Sass', 'JavaScript'}",30,1
rh,https://api.github.com/users/rh,https://github.com/rh,https://api.github.com/users/rh/repos,24,118,34,118,"{'C#', 'Boo', 'Ruby', 'Shell', 'JavaScript'}",19,0
rvanmelle,https://api.github.com/users/rvanmelle,https://github.com/rvanmelle,https://api.github.com/users/rvanmelle/repos,22,20,9,20,"{'Swift', 'Objective-C', 'OCaml', 'Ruby', 'JavaScript', 'Python'}",14,1
nickludlam,https://api.github.com/users/nickludlam,https://github.com/nickludlam,https://api.github.com/users/nickludlam/repos,66,61,19,61,"{'Swift', 'C#', 'HTML', 'ShaderLab', 'C', 'Objective-C', 'C++', 'Ruby', 'Perl', 'Rust', 'Svelte', 'JavaScript'}",22,0
staaky,https://api.github.com/users/staaky,https://github.com/staaky,https://api.github.com/users/staaky/repos,72,917,133,917,{'JavaScript'},10,0
laquereric,https://api.github.com/users/laquereric,https://github.com/laquereric,https://api.github.com/users/laquereric/repos,8,2,1,2,"{'Java', 'PowerShell', 'Jupyter Notebook', 'C', 'Scala', 'Ruby', 'Shell', 'R', 'JavaScript'}",30,1
kalasjocke,https://api.github.com/users/kalasjocke,https://github.com/kalasjocke,https://api.github.com/users/kalasjocke/repos,116,686,167,686,"{'Swift', 'HTML', 'CSS', 'Python', 'Objective-C', 'Vim script', 'Ruby', 'CoffeeScript', 'JavaScript'}",22,0
kuroda,https://api.github.com/users/kuroda,https://github.com/kuroda,https://api.github.com/users/kuroda/repos,93,95,51,95,"{'CSS', 'Elixir', 'Ruby', 'CoffeeScript', 'JavaScript'}",30,0
rboyer,https://api.github.com/users/rboyer,https://github.com/rboyer,https://api.github.com/users/rboyer/repos,76,19,6,19,"{'Makefile', 'HTML', 'Shell', 'Go'}",30,0
gaba,https://api.github.com/users/gaba,https://github.com/gaba,https://api.github.com/users/gaba/repos,6,1,1,1,{'Python'},1,1
boram,https://api.github.com/users/boram,https://github.com/boram,https://api.github.com/users/boram/repos,27,18,2,18,"{'HTML', 'Elixir', 'Ruby', 'Shell', 'JavaScript'}",16,1
rowland,https://api.github.com/users/rowland,https://github.com/rowland,https://api.github.com/users/rowland/repos,37,159,64,159,"{'Crystal', 'Ruby', 'Zig', 'Rust', 'Go'}",23,0
alexhardy,https://api.github.com/users/alexhardy,https://github.com/alexhardy,https://api.github.com/users/alexhardy/repos,3,0,0,0,{'JavaScript'},2,1
keizo,https://api.github.com/users/keizo,https://github.com/keizo,https://api.github.com/users/keizo/repos,4,5,0,5,{'Python'},8,1
jimmydo,https://api.github.com/users/jimmydo,https://github.com/jimmydo,https://api.github.com/users/jimmydo/repos,0,64,10,64,"{'CSS', 'Python', 'Emacs Lisp', 'C++', 'Rust', 'JavaScript'}",13,0
git4rails,https://api.github.com/users/git4rails,https://github.com/git4rails,https://api.github.com/users/git4rails/repos,10,0,0,0,set(),3,1
